Реестровый номер заказа; Способ размещения заказа; Наименование заказа; Номер лота; Наименование лота; Начальная (максимальная) цена контракта (лота); Код валюты; Классификация по ОКДП; Организация, размещающая заказ; Дата публикации; Дата последнего события; Этап размещения заказа; Особенности размещения заказа; Дата начала подачи заявок; Дата окончания подачи заявок
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №4; Дом № 49 по ул. Дружбы. Отбор управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; 131 694,98; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №5; Дом № 89а по ул. Дружбы. Отбор управляющей организации для многоквартирных домов в Антиповском сельском поселении в 2013 году.; 124 894,45; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №6; Дом № 58б по ул. Дружбы. Отбор управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; 42 064,87; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №7; Дом № 52 по ул. Дружбы. Отбор управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; 68 114,05; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №8; Дом № 45 по ул. Дружбы. Отбор управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; 49 255,55; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0129300027313000001'; Открытый конкурс; Открытый конкурс по отбору управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году.; Лот №9; Дом № 43 по ул. Дружбы. Отбор управляющей организации для управления многоквартирными домами в Антиповском сельском поселении в 2013 году; 49 255,55; RUB; 7490000: Услуги в области коммерческой и технической деятельности прочие, не включенные в другие группировки; Администрация Антиповского сельского поселения; 07.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 08.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №1; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по русскому языку, литературе, иностранному языку в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №2; Оказание услуг при проведении государственной аккредитационной экспертизы показателей деятельности образовательного учреждения в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 500,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №3; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по математике, информатике в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №4; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по ОБЖ, физкультуре, МХК, технологии в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №5; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по физике, химии, биологии в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000012'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №6; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по истории, обществознанию, географии в НОУ среднего (полного) общего образования "Лицей ТГУ" г.Томска; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №1; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по русскому языку, литературе, иностранному языку в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №2; Оказание услуг при проведении государственной аккредитационной экспертизы показателей деятельности образовательного учреждения в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 7 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №3; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по математике, информатике в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №4; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по ОБЖ, физкультуре, искусству, технологии в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №5; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по физике, химии, биологии в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №6; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по истории, обществознанию, географии в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000013'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №7; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ начальной школы в МКОУ «Вавиловская средняя общеобразовательная школа" Бакчарского района, в МКОУ "Поротниковская средняя общеобразовательная школа" Бакчарского района; 6 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №1; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по русскому языку, литературе, иностранному языку в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №2; Оказание услуг при проведении государственной аккредитационной экспертизы показателей деятельности образовательного учреждения в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 10 500,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №3; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по математике, информатике в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №4; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по ОБЖ, физкультуре, искусству, технологии в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №5; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по физике, химии, биологии в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №6; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по истории, обществознанию, географии в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000014'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №7; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ начальной школы в МБОУ «Курлекская средняя общеобразовательная школа" Томского района, в МБОУ "Копыловская средняя общеобразовательная школа" Томского района, в МБОУ "Кисловская средняя общеобразовательная школа" Томского района; 9 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000015'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №1; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по русскому языку, литературе, иностранному языку в МБОУ «Богашевская вечерняя (сменная) общебразовательная школа" Томского района; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000015'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №2; Оказание услуг при проведении государственной аккредитационной экспертизы показателей деятельности образовательного учреждения в МБОУ «Богашевская вечерняя (сменная) общебразовательная школа" Томского района; 3 500,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000015'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №3; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по математике, информатике в МБОУ «Богашевская вечерняя (сменная) общебразовательная школа" Томского района; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000015'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №4; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по физике, химии, биологии в МБОУ «Богашевская вечерняя (сменная) общебразовательная школа" Томского района; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
'0165200000913000015'; Открытый конкурс; Оказание услуг при проведении государственной аккредитационной экспертизы; Лот №5; Оказание услуг при проведении государственной аккредитационной экспертизы образовательных программ по истории, обществознанию, географии в МБОУ «Богашевская вечерняя (сменная) общебразовательная школа" Томского района; 3 000,00; RUB; 8021020: Услуги в области среднего образования; Комитет по контролю, надзору и лицензированию в сфере образования Томской области; 04.03.2013; 07.03.2013; Подача заявок; Преимущество для учреждений  и предприятий  уголовно - исполнительной системы в отношении предлагаемой цены контракта.Для субъектов малого предпринимательства.Преимущество для организаций инвалидов в отношении предлагаемой цены контракта .; 07.03.2013; 04.04.2013
