Дата публикации;Номер извещения;Заказчик;Предмет контракта;Начальная цена;URL извещения;Способ размещения заказа;Дата начала приёма заявок;Дата окончания приёма заявок;Дата проведения аукциона;Адрес заказчика;Телефон заказчика;Электронная почта заказчика;Контактное лицо заказчика;ИНН заказчика;КПП заказчика;ОГРН заказчика;Организатор торгов
05.03.2013;5595978;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;24 498 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595978;Открытый конкурс;01.04.2013;29.03.2013;;Российская Федерация, 656049, Алтайский край, Барнаул г, Папанинцев, 105, -;7-3852-631595;altay@uprdoraltay.ru;Климов Артем Владимирович;;;;"Федеральное казенное учреждение ""Управление федеральных автомобильных дорог ""Алтай"" Федерального дорожного агентства"""
05.03.2013;5528023;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;208 250,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5528023;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;budyakovskaya@alregn.ru;Будяковская Марина Васильевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5580178;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;18 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580178;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Короленко, 58, -;7-3852-630566;cmz-teh1@barnaul-adm.ru;Матвеев Руслан Александрович;;;;комитет муниципального заказа города Барнаула
05.03.2013;5580628;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;324 200,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580628;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;budyakovskaya@alregn.ru;Будяковская Марина Васильевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5580987;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;51 700,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5580987;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Короленко, 58, -;7-3852-630566;cmz-teh3@barnaul-adm.ru;Чернобровина Марина Александровна;;;;комитет муниципального заказа города Барнаула
05.03.2013;5581092;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;47 150,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5581092;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Короленко, 58, -;7-3852-630566;cmz-teh3@barnaul-adm.ru;Чернобровина Марина Александровна;;;;комитет муниципального заказа города Барнаула
05.03.2013;5584534;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;999 887,67р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5584534;Открытый аукцион в электронной форме;19.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Красноармейский, 9, -;7-3852-392238;ufk17_ogz@roskazna.ru;Свешникова Надежда Андреевна;;;;Управление Федерального казначейства по Алтайскому краю
05.03.2013;5585479;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;553 099,05р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5585479;Открытый аукцион в электронной форме;18.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5589924;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;205 005,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5589924;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Короленко, 58, -;7-3852-630566;cmz-teh1@barnaul-adm.ru;Матвеев Руслан Александрович;;;;комитет муниципального заказа города Барнаула
05.03.2013;5590490;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;200 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5590490;Открытый аукцион в электронной форме;19.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358838;korosteleva@alregn.ru;Коростелева Наталья Викторовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5590596;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;52 100,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5590596;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358838;korosteleva@alregn.ru;Коростелева Наталья Викторовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5590696;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;610 695,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5590696;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358838;korosteleva@alregn.ru;Коростелева Наталья Викторовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5591152;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;683 400,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591152;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;savinovak@alregn.ru;Савинова Ксения Эдуардовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5591156;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 629 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591156;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656059, Алтайский край, Барнаул г, Партизанская, 71, -;7-3852-222016;gameeva.t@prok.alt.ru;Стариков Николай Борисович;;;;ПРОКУРАТУРА АЛТАЙСКОГО КРАЯ
05.03.2013;5591287;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;198 350,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591287;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;savinovak@alregn.ru;Савинова Ксения Эдуардовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5591430;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;149 976,20р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591430;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;savinovak@alregn.ru;Савинова Ксения Эдуардовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5591650;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;2 007 515,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591650;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;ignatenko@alregn.ru;Игнатенко Дарья Алексеевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5592401;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;5 021 378,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5592401;Открытый аукцион в электронной форме;29.03.2013;26.03.2013;;Российская Федерация, 656049, Алтайский край, Барнаул г, Папанинцев, 105, -;7-3852-631595;altay@uprdoraltay.ru;Климов Артем Владимирович;;;;"Федеральное казенное учреждение ""Управление федеральных автомобильных дорог ""Алтай"" Федерального дорожного агентства"""
05.03.2013;5592710;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;455 016,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5592710;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 658839, Алтайский край, Яровое г, Гагарина, 11, -;7-38568-25015;fguz128gos@ab.ru;Вибе Татьяна Алексеевна;;;;"Федеральное государственное бюджетное учреждение здравоохранения ""Медико-санитарная часть № 128 Федерального медико-биологического агентства"""
05.03.2013;5594043;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 239 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594043;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;savinovak@alregn.ru;Савинова Ксения Эдуардовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5594094;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;258 349,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594094;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5594272;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;240 500,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594272;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5594673;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;319 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594673;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5594693;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;60 973 740,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594693;Открытый аукцион в электронной форме;29.03.2013;26.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;Mashansky@alregn.ru;Машанский Станислав Евгеньевич;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5594790;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 189 500,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5594790;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595364;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;23 054 327,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595364;Открытый аукцион в электронной форме;29.03.2013;26.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;Mashansky@alregn.ru;Машанский Станислав Евгеньевич;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595414;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;44 194 706,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595414;Открытый аукцион в электронной форме;26.03.2013;21.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;manoha@alregn.ru;Маноха Максим Петрович;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595453;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;49 506,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595453;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656011, Алтайский край, Барнаул г, проспект Ленина, 147 Б, -;7-3852-357935;smy22@rambler.ru;Бикмурзин Сергей Саитзянович;;;;"федеральное государственное унитарное предприятие ""Строительно-монтажное управление №22 Федеральной службы исполнения наказаний"""
05.03.2013;5595465;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;2 044 300,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595465;Открытый аукцион в электронной форме;18.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;Mashansky@alregn.ru;Машанский Станислав Евгеньевич;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595572;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;15 137 910,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595572;Открытый аукцион в электронной форме;29.03.2013;26.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;Mashansky@alregn.ru;Машанский Станислав Евгеньевич;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595624;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;6 329 100,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595624;Открытый аукцион в электронной форме;22.03.2013;21.03.2013;;Российская Федерация, 658084, Алтайский край, Новоалтайск г, а/я № 8, -, -;7-38532-47126;Uvarov_EM@mail.ru;Уваров Евгений Михайлович;;;;"Федеральное государственное казенное учреждение комбинат ""Аврора"" Управления Федерального агентства по государственным резервам по Сибирскому федеральному округу"
05.03.2013;5595756;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;415 900,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595756;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656049, Алтайский край, Барнаул г, Радищева, 50, -;7-3852-638599;econom-zakupki2@altcge.ru;Губарева Татьяна Ивановна;;;;"Федеральное бюджетное учреждение здравоохранения ""Центр гигиены и эпидемиологии в Алтайском крае"""
05.03.2013;5595758;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;884 771,65р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595758;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;savinovak@alregn.ru;Савинова Ксения Эдуардовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5595827;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;70 500,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595827;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656011, Алтайский край, Барнаул г, проспект Ленина, 147 Б, -;7-3852-357935;smy22@rambler.ru;Бикмурзин Сергей Саитзянович;;;;"федеральное государственное унитарное предприятие ""Строительно-монтажное управление №22 Федеральной службы исполнения наказаний"""
05.03.2013;5595901;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;277 004 699 948,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5595901;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656043, Алтайский край, Барнаул г, Короленко, 58, -;7-3852-630042;cmz-stroy3@barnaul-adm.ru;Вяткина Наталья Николаевна;;;;комитет муниципального заказа города Барнаула
05.03.2013;5596021;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;400 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596021;Открытый аукцион в электронной форме;18.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356851;hromenkov@alregn.ru;Хроменков Дмитрий Игоревич;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5596203;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;410 816,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596203;Открытый аукцион в электронной форме;15.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;cherdanceva@alregn.ru;Черданцева Татьяна Николаевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5596244;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;405 950,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596244;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;budyakovskaya@alregn.ru;Будяковская Марина Васильевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5596586;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;927 360,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596586;Открытый аукцион в электронной форме;19.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358838;korosteleva@alregn.ru;Коростелева Наталья Викторовна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5596713;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;652 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596713;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656049, Алтайский край, Барнаул г, Радищева, 50, -;7-3852-638599;econom-zakupki2@altcge.ru;Губарева Татьяна Ивановна;;;;"Федеральное бюджетное учреждение здравоохранения ""Центр гигиены и эпидемиологии в Алтайском крае"""
05.03.2013;5596957;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;40 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5596957;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656049, Алтайский край, Барнаул г, Радищева, 50, -;7-3852-638599;econom-zakupki2@altcge.ru;Губарева Татьяна Ивановна;;;;"Федеральное бюджетное учреждение здравоохранения ""Центр гигиены и эпидемиологии в Алтайском крае"""
05.03.2013;5597142;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;195 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5597142;Открытый аукцион в электронной форме;15.03.2013;14.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5597266;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;361 200,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5597266;Открытый аукцион в электронной форме;15.03.2013;14.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5597403;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;1 327 500,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5597403;Открытый аукцион в электронной форме;14.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-352846;budyakovskaya@alregn.ru;Будяковская Марина Васильевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5597465;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;241 500,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5597465;Открытый аукцион в электронной форме;15.03.2013;14.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-358918;timoshenko@alregn.ru;Тимошенко Ирина Евгеньевна;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5599880;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;9 376 520,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5599880;Открытый аукцион в электронной форме;02.04.2013;26.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;manoha@alregn.ru;Маноха Максим Петрович;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5600025;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;2 795 580,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5600025;Открытый аукцион в электронной форме;19.03.2013;13.03.2013;;Российская Федерация, 656015, Алтайский край, Барнаул г, пр-т Ленина, 59, -;7-3852-356907;manoha@alregn.ru;Маноха Максим Петрович;;;;Главное управление экономики и инвестиций Алтайского края
05.03.2013;5582821;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;145 421,18р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5582821;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5583215;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;164 612,34р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5583215;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5583484;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;164 472,26р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5583484;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5584304;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;58 098,67р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5584304;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5584545;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;55 193,73р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5584545;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5584764;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;50 836,33р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5584764;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 658837, Алтайский край, Яровое г, ул. Гагарина, 7, -;7-35868-20523;econom@yarovoe.org;Хижняк Александр Викторович;;;;Администрация города Яровое Алтайского края
05.03.2013;5590159;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;265 820,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5590159;Запрос котировок;15.03.2013;15.03.2013;;Российская Федерация, 659311, Алтайский край, Бийск г, Репина, 5, -;7-3854-448167;biygo@biysk22.ru;Громогласов Виктор Алексеевич;;;;"Муниципальное казенное учреждение ""Управление по делам гражданской обороны,  чрезвычайным ситуациям и пожарной безопасности Администрации города Бийска"""
05.03.2013;5590532;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;292 734,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5590532;Запрос котировок;19.03.2013;19.03.2013;;Российская Федерация, 656021, Алтайский край, Барнаул г, проезд Канатный, 24, -;7-3852-318871;labazin.s@mail.ru;Якунин Владимир Александрович;;;;"федеральное казенное учреждение ""Следственный изолятор № 3 Управления Федеральной службы исполнения наказаний по Алтайскому краю"""
05.03.2013;5591376;Наименование заказчика доступно только в зарегистрированной версии.;Наименование заказа доступно только в зарегистрированной версии.;180 000,00р.;http://zakupki.gov.ru/pgz/public/action/orders/info/common_info/show?notificationId=5591376;Запрос котировок;13.03.2013;13.03.2013;;Российская Федерация, 656059, Алтайский край, Барнаул г, Партизанская, 71, -;7-3852-222016;gameeva.t@prok.alt.ru;Стариков Евгений Викторович;;;;ПРОКУРАТУРА АЛТАЙСКОГО КРАЯ
